Year,Agency,Category,Detail,Vendor,Federal
2011,MENTAL HEALTH,MISCELLANEOUS EXPENSES,COPIES OF RECORDS,FERGUSON MEDICAL GROUP,22.12
2011,SOCIAL SERVICES,PROGRAM DISTRIBUTIONS,MEDICAL ASSIST SERVICES,FERGUSON MEDICAL GROUP,1636.68
2011,OFFICE OF ADMINISTRATION,PROFESSIONAL SERVICES,MEDICAL & DENTAL SERVICES,FERGUSON MEDICAL GROUP,624.6
2011,PUBLIC SAFETY,PROGRAM DISTRIBUTIONS,CRIME VICTIMS PAYMENTS,FERGUSON MEDICAL GROUP,83
2011,MENTAL HEALTH,PROFESSIONAL SERVICES,MEDICAL & DENTAL SERVICES,FERGUSON MEDICAL GROUP,68
2011,SOCIAL SERVICES,PROGRAM DISTRIBUTIONS,MEDICAL ASSIST SERVICES,FERGUSON MEDICAL GROUP,299.71
2011,OFFICE OF ADMINISTRATION,PROFESSIONAL SERVICES,MEDICAL & DENTAL SERVICES,FERGUSON MEDICAL GROUP,1704.6
2011,JUDICIARY,MISCELLANEOUS EXPENSES,COPIES OF RECORDS,FERGUSON MEDICAL GROUP,55.51
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,MEDICAL ASSIST SERVICES,FERGUSON MEDICAL GROUP,10666.79
2011,ELEMENTARY AND SECONDARY EDUCATION,PROGRAM DISTRIBUTIONS,MEDICAL ASSIST SERVICES,FERGUSON MEDICAL GROUP,50.31
2011,HEALTH AND SENIOR SERVICES,MISCELLANEOUS EXPENSES,COPIES OF RECORDS,FERGUSON MEDICAL GROUP,25.55
2011,OFFICE OF ATTORNEY GENERAL,TRAVEL,OUT-OF-STATE MEALS,"FERRARI, RICHARD S",169.18
2011,JUDICIARY,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,"FERRARI, RICHARD S",1031.25
2011,OFFICE OF ATTORNEY GENERAL,TRAVEL,OUT-OF-STATE COMMERCIAL TRANSIT - OTHER,"FERRARI, RICHARD S",25
2011,JUDICIARY,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,"FERRARI, RICHARD S",4431.25
2011,OFFICE OF ATTORNEY GENERAL,PROFESSIONAL DEVELOPMENT,"CONVENTION, CONFERENCE & TRAINING FEES","FERRARI, RICHARD S",16
2011,JUDICIARY,TRAVEL,IN-STATE MILEAGE,"FERRARI, RICHARD S",121.36
2011,OFFICE OF ATTORNEY GENERAL,TRAVEL,OTHER OUT-OF-STATE TRAVEL EXPENSE,"FERRARI, RICHARD S",5
2011,OFFICE OF ATTORNEY GENERAL,TRAVEL,IN-STATE COMMERCIAL TRANSIT - OTHER,"FERRARI, RICHARD S",81.8
2011,OFFICE OF ATTORNEY GENERAL,TRAVEL,IN-STATE MILEAGE,"FERRARI, RICHARD S",1906.51
2011,OFFICE OF ATTORNEY GENERAL,TRAVEL,OTHER IN-STATE TRAVEL EXPENSES,"FERRARI, RICHARD S",10
2011,OFFICE OF ATTORNEY GENERAL,TRAVEL,IN-STATE MEALS,"FERRARI, RICHARD S",860.33
2011,HEALTH AND SENIOR SERVICES,FUEL & UTILITIES,PROPANE,FERRELLGAS LP-DENVER,203.47
2011,TRANSPORTATION,FUEL & UTILITIES,PROPANE,FERRELLGAS LP-DENVER,96863.07
2011,NATURAL RESOURCES,REPAIR & MAINTENANCE SERVICES,SPECIFIC USE EQUIP  REPAIR & MAINTENANCE,FERRELLGAS LP-DENVER,345
2011,TRANSPORTATION,EQUIPMENT RENTAL & LEASES,OTHER EQUIPMENT RENTALS,FERRELLGAS LP-DENVER,72
2011,NATURAL RESOURCES,REPAIR & MAINTENANCE SERVICES,OTHER EQUIPMENT REPAIR & MAINTENANCE,FERRELLGAS LP-DENVER,150
2011,TRANSPORTATION,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,FERRELLGAS LP-DENVER,1591.06
2011,NATURAL RESOURCES,REPAIR & MAINTENANCE SERVICES,MECHANICAL REPAIR & MAINTENANCE SERVICES,FERRELLGAS LP-DENVER,81.99
2011,TRANSPORTATION,SUPPLIES,BUILDING REPAIR SUPPLIES,FERRELLGAS LP-DENVER,174
2011,PUBLIC SAFETY,FUEL & UTILITIES,PROPANE,FERRELLGAS LP-DENVER,3280.97
2011,TRANSPORTATION,REPAIR & MAINTENANCE SERVICES,SPECIFIC USE EQUIP  REPAIR & MAINTENANCE,FERRELLGAS LP-DENVER,85
2011,NATURAL RESOURCES,FUEL & UTILITIES,PROPANE,FERRELLGAS LP-DENVER,35462.06
2011,TRANSPORTATION,REPAIR & MAINTENANCE SERVICES,MECHANICAL REPAIR & MAINTENANCE SERVICES,FERRELLGAS LP-DENVER,279
2011,OFFICE OF ADMINISTRATION,FUEL & UTILITIES,PROPANE,FERRELLGAS LP-DENVER,1917.88
2011,SOCIAL SERVICES,FUEL & UTILITIES,PROPANE,FERRELLGAS LP-DENVER,11465.01
2011,TRANSPORTATION,SUPPLIES,MOTOR FUEL,FERRELLGAS LP-DENVER,655.7
2011,ECONOMIC DEVELOPMENT,FUEL & UTILITIES,PROPANE,FERRELLGAS LP-DENVER,2163.49
2011,TRANSPORTATION,SUPPLIES,MECHANICAL SUPPLIES,FERRELLGAS LP-DENVER,111.68
2011,AGRICULTURE,FUEL & UTILITIES,PROPANE,FERRELLGAS LP-DENVER,1569.2
2011,TRANSPORTATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,FERRELLGAS LP-DENVER,426.94
2011,CONSERVATION,FUEL & UTILITIES,PROPANE,FERRELLGAS LP-DENVER,19088.21
2011,SOCIAL SERVICES,SUPPLIES,MECHANICAL SUPPLIES,FIRE SAFETY INC,116.05
2011,OFFICE OF ADMINISTRATION,OTHER EQUIPMENT,OTHER EQUIPMENT,FIRE SAFETY INC,9723.1
2011,PUBLIC SAFETY,PROPERTY & IMPROVEMENTS,MAJOR BUILDING/FACILITY REPAIR SERVICES,FIRE SAFETY INC,2624
2011,NATURAL RESOURCES,HOUSEKEEP & JANITOR SERVICES,FIRE EXTINGUISHER SERVICES,FIRE SAFETY INC,303.5
2011,CORRECTIONS,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,FIRE SAFETY INC,6
2011,OFFICE OF ADMINISTRATION,HOUSEKEEP & JANITOR SERVICES,FIRE EXTINGUISHER SERVICES,FIRE SAFETY INC,769.5
2011,CORRECTIONS,PROFESSIONAL SERVICES,INSPECTION SERVICES,FIRE SAFETY INC,340
2011,OFFICE OF ADMINISTRATION,REPAIR & MAINTENANCE SERVICES,MECHANICAL REPAIR & MAINTENANCE SERVICES,FIRE SAFETY INC,450
2011,OFFICE OF ADMINISTRATION,REPAIR & MAINTENANCE SERVICES,SPECIFIC USE EQUIP  REPAIR & MAINTENANCE,FIRE SAFETY INC,8130
2011,MENTAL HEALTH,HOUSEKEEP & JANITOR SERVICES,FIRE EXTINGUISHER SERVICES,FIRE SAFETY INC,1567.5
2011,OFFICE OF ADMINISTRATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,FIRE SAFETY INC,495
2011,OFFICE OF ADMINISTRATION,REPAIR & MAINTENANCE SERVICES,ELECTRICAL REPAIR & MAINTENANCE SERVICES,FIRE SAFETY INC,10800
2011,ELEMENTARY AND SECONDARY EDUCATION,SUPPLIES,EDUCATION SUPPLIES,FIRST CALL,3401.04
2011,OFFICE OF ADMINISTRATION,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,FIRST CALL,1249.18
2011,CORRECTIONS,SUPPLIES,VEHICLE REPAIR SUPPLIES,FIRST CALL,1354.08
2011,OFFICE OF ADMINISTRATION,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,FIRST CALL,406.25
2011,TRANSPORTATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,FIRST CALL,637.72
2011,OFFICE OF ADMINISTRATION,SUPPLIES,CUSTODIAL SUPPLIES,FIRST CALL,293.61
2011,OFFICE OF ADMINISTRATION,REPAIR & MAINTENANCE SERVICES,SPECIFIC USE EQUIP  REPAIR & MAINTENANCE,FIRST CALL,841.77
2011,NATURAL RESOURCES,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,FIRST CALL,2.66
2011,NATURAL RESOURCES,SUPPLIES,VEHICLE REPAIR SUPPLIES,FIRST CALL,329.41
2011,OFFICE OF ADMINISTRATION,SUPPLIES,VEHICLE REPAIR SUPPLIES,FIRST CALL,3597.7
2011,OFFICE OF ADMINISTRATION,SUPPLIES,REBILL INVENT/SUPPLY PURCH,FIRST CALL,17730.51
2011,OFFICE OF ADMINISTRATION,EQUIPMENT RENTAL & LEASES,OTHER EQUIPMENT RENTALS,FIRST CALL,29.99
2011,OFFICE OF ADMINISTRATION,OTHER EQUIPMENT,OTHER EQUIPMENT,FIRST CALL,2630.61
2011,MENTAL HEALTH,SUPPLIES,VEHICLE REPAIR SUPPLIES,FIRST CALL,938.08
2011,MENTAL HEALTH,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,FIRST CALL,124.75
2011,OFFICE OF ADMINISTRATION,SUPPLIES,PUBLICATIONS & SUBSCRIPTIONS,FIRST CALL,774.95
2011,OFFICE OF ADMINISTRATION,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,FIRST CALL,61.91
2011,OFFICE OF ADMINISTRATION,SUPPLIES,BUILDING REPAIR SUPPLIES,FIRST CALL,97.79
2011,TRANSPORTATION,SUPPLIES,VEHICLE REPAIR SUPPLIES,FISCHER GLASS,570
2011,NATURAL RESOURCES,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,FISCHER GLASS,245.98
2011,ELEMENTARY AND SECONDARY EDUCATION,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,FISCHER GLASS,170.88
2011,OFFICE OF ADMINISTRATION,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,FISCHER GLASS,653.83
2011,TRANSPORTATION,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,FISCHER GLASS,848.47
2011,OFFICE OF ADMINISTRATION,SUPPLIES,VEHICLE REPAIR SUPPLIES,FISCHER GLASS,1174.32
2011,SOCIAL SERVICES,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,FISCHER GLASS,15
2011,OFFICE OF ADMINISTRATION,SUPPLIES,REBILL INVENT/SUPPLY PURCH,FISCHER GLASS,26.59
2011,PUBLIC SAFETY,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,FISCHER GLASS,18273.29
2011,OFFICE OF ADMINISTRATION,REPAIR & MAINTENANCE SERVICES,REBILLABLE VEHICLE REPAIR & MAINTENANCE,FISCHER GLASS,18374.22
2011,CONSERVATION,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,FISCHER GLASS,363.56
2011,CONSERVATION,SUPPLIES,VEHICLE REPAIR SUPPLIES,FISCHER GLASS,565.08
2011,CORRECTIONS,REPAIR & MAINTENANCE SERVICES,HEAVY EQUIPMENT REPAIR & MAINTENANCE,FISCHER GLASS,130.55
2011,CORRECTIONS,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,FISCHER GLASS,1241.17
2011,PUBLIC SAFETY,SUPPLIES,EDUCATION SUPPLIES,FISHER SCIENTIFIC,60
2011,HEALTH AND SENIOR SERVICES,SUPPLIES,MEDICAL & DENTAL SUPPLIES,FISHER SCIENTIFIC,1607.47
2011,PUBLIC SAFETY,SUPPLIES,LABORATORY SUPPLIES,FISHER SCIENTIFIC,117573.5
2011,HEALTH AND SENIOR SERVICES,SUPPLIES,LABORATORY SUPPLIES,FISHER SCIENTIFIC,98290.23
2011,PUBLIC SAFETY,SUPPLIES,LAW ENFORCEMENT SUPPLIES,FISHER SCIENTIFIC,1723.96
2011,HEALTH AND SENIOR SERVICES,OTHER EQUIPMENT,OTHER EQUIPMENT,FISHER SCIENTIFIC,4574.78
2011,PUBLIC SAFETY,SUPPLIES,LABORATORY SUPPLIES,FISHER SCIENTIFIC,6209.89
2011,HEALTH AND SENIOR SERVICES,OTHER EQUIPMENT,LABORATORY EQUIPMENT,FISHER SCIENTIFIC,36688.36
2011,PUBLIC SAFETY,SUPPLIES,UNIFORMS & CLOTHING,FISHER SCIENTIFIC,15143.64
2011,HEALTH AND SENIOR SERVICES,SUPPLIES,OTHER LABORATORY & MEDICAL SUPPLIES,FISHER SCIENTIFIC,39321
2011,PUBLIC SAFETY,OTHER EQUIPMENT,LABORATORY EQUIPMENT,FISHER SCIENTIFIC,11461.56
2011,CORRECTIONS,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,FISHER SCIENTIFIC,292.38
2011,PUBLIC SAFETY,OTHER EQUIPMENT,OTHER EQUIPMENT,FISHER SCIENTIFIC,6665.79
2011,CORRECTIONS,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,FISHER SCIENTIFIC,3858.76
2011,OFFICE OF ADMINISTRATION,COMPUTER EQUIPMENT,UNDER THRESHOLD-NON MNFRAME COMP SFTWARE,FISHER SCIENTIFIC,479.88
2011,CORRECTIONS,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,FISHER SCIENTIFIC,80.55
2011,NATURAL RESOURCES,MISCELLANEOUS EXPENSES,REBILLABLE LAB EXPENSES,FISHER SCIENTIFIC,3734.2
2011,CORRECTIONS,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,FISHER SCIENTIFIC,934.79
2011,NATURAL RESOURCES,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,FISHER SCIENTIFIC,7882.4
2011,AGRICULTURE,SUPPLIES,LABORATORY SUPPLIES,FISHER SCIENTIFIC,1274.69
2011,PUBLIC SAFETY,OFFICE EQUIPMENT,OFFICE EQUIP &FURNITURE,FISHER SCIENTIFIC,446.4
2011,AGRICULTURE,SUPPLIES,LABORATORY SUPPLIES,FISHER SCIENTIFIC,75310.87
2011,PUBLIC SAFETY,OTHER EQUIPMENT,LABORATORY EQUIPMENT,FISHER SCIENTIFIC,255.24
2011,ECONOMIC DEVELOPMENT,OTHER EQUIPMENT,OTHER FIXED ASSETS-OUTSIDE ENTITIES,FISHER SCIENTIFIC,9395.12
2011,NATURAL RESOURCES,OTHER EQUIPMENT,OTHER SPECIFIC USE EQUIPMENT,FISHER SCIENTIFIC,46551.82
2011,CORRECTIONS,OTHER EQUIPMENT,LABORATORY EQUIPMENT,FISHER SCIENTIFIC,1039.5
2011,OFFICE OF SECRETARY OF STATE,SUPPLIES,LABORATORY SUPPLIES,FISHER SCIENTIFIC,585.38
2011,CORRECTIONS,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,FISHER SCIENTIFIC,3.85
2011,OFFICE OF ADMINISTRATION,SUPPLIES,INFORMATION TECHNOLOGY SUPPLIES,FISHER SCIENTIFIC,25
2011,CORRECTIONS,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,FISHER SCIENTIFIC,3.85
2011,CORRECTIONS,SUPPLIES,CUSTODIAL SUPPLIES,FISHER SCIENTIFIC,80.58
2011,CORRECTIONS,SUPPLIES,FOOD SERVICE SUPPLIES,FISHER SCIENTIFIC,155.4
2011,CORRECTIONS,SUPPLIES,MANUFACTURING SUPPLIES,FISHER SCIENTIFIC,515.02
2011,CORRECTIONS,SUPPLIES,MEDICAL & DENTAL SUPPLIES,FISHER SCIENTIFIC,17543.7
2011,CORRECTIONS,SUPPLIES,MEDICAL & DENTAL SUPPLIES,FISHER SCIENTIFIC,187749.31
2011,AGRICULTURE,REPAIR & MAINTENANCE SERVICES,LAB & MEDICAL EQUIP REPAIR & MAINTENANCE,FISHER SCIENTIFIC,924.93
2011,CORRECTIONS,SUPPLIES,OTHER LABORATORY & MEDICAL SUPPLIES,FISHER SCIENTIFIC,17830.63
2011,CORRECTIONS,SUPPLIES,OTHER LABORATORY & MEDICAL SUPPLIES,FISHER SCIENTIFIC,2631.2
2011,ELEMENTARY AND SECONDARY EDUCATION,SUPPLIES,RECREATIONAL SUPPLIES,FLAGHOUSE INC,2490.83
2011,ELEMENTARY AND SECONDARY EDUCATION,OTHER EQUIPMENT,EDUCATIONAL EQUIPMENT,FLAGHOUSE INC,4109.1
2011,ELEMENTARY AND SECONDARY EDUCATION,SUPPLIES,PLUMBING SUPPLIES,FLAGHOUSE INC,635.4
2011,ELEMENTARY AND SECONDARY EDUCATION,OTHER EQUIPMENT,OTHER EQUIPMENT,FLAGHOUSE INC,1374.3
2011,ELEMENTARY AND SECONDARY EDUCATION,SUPPLIES,EDUCATION SUPPLIES,FLAGHOUSE INC,7836.14
2011,ELEMENTARY AND SECONDARY EDUCATION,OTHER EQUIPMENT,MEDICAL & DENTAL EQUIPMENT,FLAGHOUSE INC,3069.94
2011,ELEMENTARY AND SECONDARY EDUCATION,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,FLAGHOUSE INC,272.7
2011,ELEMENTARY AND SECONDARY EDUCATION,OTHER EQUIPMENT,RECREATIONAL EQUIPMENT,FLAGHOUSE INC,3459.1
2011,MENTAL HEALTH,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,FLAGHOUSE INC,71.92
2011,ELEMENTARY AND SECONDARY EDUCATION,OTHER EQUIPMENT,OTHER MEDICAL & LABORATORY EQUIPMENT,FLAGHOUSE INC,2849
2011,MENTAL HEALTH,SUPPLIES,EDUCATION SUPPLIES,FLAGHOUSE INC,1401.52
2011,ELEMENTARY AND SECONDARY EDUCATION,OTHER EQUIPMENT,DURABLE MEDICAL EQUIPMENT,FLAGHOUSE INC,4389.5
2011,MENTAL HEALTH,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,FLAGHOUSE INC,248.72
2011,MENTAL HEALTH,SUPPLIES,RECREATIONAL SUPPLIES,FLAGHOUSE INC,1691.68
2011,MENTAL HEALTH,MISCELLANEOUS EXPENSES,OTHER MISCELLANEOUS EXPENSE,FLAG LOFT,102
2011,ELEMENTARY AND SECONDARY EDUCATION,SUPPLIES,OFFICE SUPPLIES,FLAG LOFT,523
2011,OFFICE OF ATTORNEY GENERAL,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,FLAG LOFT,322.4
2011,CORRECTIONS,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,FLAG LOFT,159.02
2011,OFFICE OF ADMINISTRATION,SUPPLIES,OTHER ADMINISTRATIVE SUPPLIES,FLAG LOFT,131.6
2011,CORRECTIONS,PROFESSIONAL SERVICES,EXPRESS & FREIGHT SERVICES,FLAG LOFT,20
2011,MENTAL HEALTH,SUPPLIES,OTHER RESIDENTIAL SUPPLIES,FLAG LOFT,192.75
2011,REVENUE,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,FLAG LOFT,652
2011,MENTAL HEALTH,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,FLAG LOFT,1983
2011,PUBLIC SAFETY,SUPPLIES,OTHER ADMINISTRATIVE SUPPLIES,FLAG LOFT,343.5
2011,OFFICE OF ADMINISTRATION,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,FLAG LOFT,1042.2
2011,PUBLIC SAFETY,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,FLAG LOFT,6404.37
2011,MENTAL HEALTH,SUPPLIES,OTHER ADMINISTRATIVE SUPPLIES,FLAG LOFT,343
2011,SOCIAL SERVICES,SUPPLIES,AGRICULTURE/GROUNDS SUPPLIES,FLAG LOFT,491
2011,SOCIAL SERVICES,SUPPLIES,OTHER REPAIR & MAINTENANCE SUPP,FLEET SERVICES,113.05
2011,TRANSPORTATION,SUPPLIES,MOTOR FUEL,FLEET SERVICES,3513770.78
2011,PUBLIC SAFETY,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,FLEET SERVICES,8521.66
2011,HEALTH AND SENIOR SERVICES,SUPPLIES,MOTOR FUEL,FLEET SERVICES,193189.37
2011,SOCIAL SERVICES,REPAIR & MAINTENANCE SERVICES,SPECIFIC USE EQUIP  REPAIR & MAINTENANCE,FLEET SERVICES,203.11
2011,HEALTH AND SENIOR SERVICES,SUPPLIES,VEHICLE REPAIR SUPPLIES,FLEET SERVICES,5.81
2011,PUBLIC SAFETY,TRAVEL,IN-STATE COMMERCIAL TRANSIT - OTHER,FLEET SERVICES,10426.83
2011,HEALTH AND SENIOR SERVICES,TRAVEL,IN-STATE COMMERCIAL TRANSIT - OTHER,FLEET SERVICES,13593.91
2011,SOCIAL SERVICES,PROFESSIONAL SERVICES,OTHER BUSINESS SERVICES,FLEET SERVICES,460
2011,HIGHER EDUCATION,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,FLEET SERVICES,64.18
2011,PUBLIC SAFETY,SUPPLIES,AGRICULTURE/GROUNDS SUPPLIES,FLEET SERVICES,3.98
2011,HIGHER EDUCATION,TRAVEL,IN-STATE USAGE OF STATE VEHICLE,FLEET SERVICES,1001.23
2011,PUBLIC SAFETY,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,FLEET SERVICES,33.26
2011,HIGHER EDUCATION,SUPPLIES,VEHICLE REPAIR SUPPLIES,FLEET SERVICES,378.81
2011,TRANSPORTATION,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,FLEET SERVICES,50650.42
2011,HIGHER EDUCATION,SUPPLIES,MOTOR FUEL,FLEET SERVICES,7659.19
2011,REVENUE,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,FLEET SERVICES,26617.94
2011,HIGHER EDUCATION,REPAIR & MAINTENANCE SERVICES,REBILLABLE VEHICLE REPAIR & MAINTENANCE,FLEET SERVICES,15
2011,REVENUE,SUPPLIES,MOTOR FUEL,FLEET SERVICES,193966.69
2011,JUDICIARY,REPAIR & MAINTENANCE SERVICES,REBILLABLE VEHICLE REPAIR & MAINTENANCE,FLEET SERVICES,22879.13
2011,REVENUE,SUPPLIES,VEHICLE REPAIR SUPPLIES,FLEET SERVICES,1728.14
2011,"INSURANCE, FIN INST AND PROF REGISTRATION",REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,FLEET SERVICES,17165.26
2011,REVENUE,TRAVEL,IN-STATE COMMERCIAL TRANSIT - OTHER,FLEET SERVICES,10244.08
2011,HIGHER EDUCATION,FUEL & UTILITIES,FUEL OIL,FLEET SERVICES,3199.72
2011,SOCIAL SERVICES,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,FLEET SERVICES,1.49
2011,"INSURANCE, FIN INST AND PROF REGISTRATION",SUPPLIES,VEHICLE REPAIR SUPPLIES,FLEET SERVICES,59.02
2011,SOCIAL SERVICES,SUPPLIES,MOTOR FUEL,FLEET SERVICES,1133696.06
2011,HEALTH AND SENIOR SERVICES,TRAVEL,OUT-OF-STATE COMMERCIAL TRANSIT - OTHER,FLEET SERVICES,357.02
2011,PUBLIC SAFETY,SUPPLIES,VEHICLE REPAIR SUPPLIES,FLEET SERVICES,1423.85
2011,"INSURANCE, FIN INST AND PROF REGISTRATION",SUPPLIES,MOTOR FUEL,FLEET SERVICES,105148.5
2011,PUBLIC SAFETY,TRAVEL,OUT-OF-STATE COMMERCIAL TRANSIT - OTHER,FLEET SERVICES,65.52
2011,ELEMENTARY AND SECONDARY EDUCATION,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,FLEET SERVICES,7935.54
2011,PUBLIC SAFETY,REPAIR & MAINTENANCE SERVICES,OTHER TRANSPORTATION REPAIR & MAINT,FLEET SERVICES,135.72
2011,HEALTH AND SENIOR SERVICES,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,FLEET SERVICES,8682.96
2011,SOCIAL SERVICES,TRAVEL,IN-STATE COMMERCIAL TRANSIT - OTHER,FLEET SERVICES,240.79
2011,JUDICIARY,SUPPLIES,MOTOR FUEL,FLEET SERVICES,54.75
2011,PUBLIC SAFETY,SUPPLIES,MOTOR FUEL,FLEET SERVICES,1046715.78
2011,HEALTH AND SENIOR SERVICES,TRAVEL,IN-STATE LODGING,FLEET SERVICES,0.83
2011,SOCIAL SERVICES,SUPPLIES,VEHICLE REPAIR SUPPLIES,FLEET SERVICES,326.37
2011,"INSURANCE, FIN INST AND PROF REGISTRATION",PROFESSIONAL DEVELOPMENT,"CONVENTION, CONFERENCE & TRAINING FEES",FLEET SERVICES,574.81
2011,SOCIAL SERVICES,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,FLEET SERVICES,93589.26
2011,ELEMENTARY AND SECONDARY EDUCATION,SUPPLIES,MOTOR FUEL,FLEET SERVICES,200138.28
2011,AGRICULTURE,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,FLEET SERVICES,4800.27
2011,OFFICE OF ADMINISTRATION,REPAIR & MAINTENANCE SERVICES,SPECIFIC USE EQUIP  REPAIR & MAINTENANCE,FLEET SERVICES,6992.23
2011,CORRECTIONS,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,FLEET SERVICES,9.99
2011,PUBLIC SAFETY,FUEL & UTILITIES,FUEL OIL,FLEET SERVICES,1160.94
2011,CORRECTIONS,SUPPLIES,VEHICLE REPAIR SUPPLIES,FLEET SERVICES,484.3
2011,OFFICE OF GOVERNOR,SUPPLIES,OTHER SPECIFIC USE SUPPLIES,FLEET SERVICES,489.04
2011,AGRICULTURE,SUPPLIES,MOTOR FUEL,FLEET SERVICES,541948.67
2011,PUBLIC SAFETY,PROFESSIONAL SERVICES,OTHER BUSINESS SERVICES,FLEET SERVICES,1148.3
2011,CONSERVATION,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,FLEET SERVICES,82182.25
2011,OFFICE OF SECRETARY OF STATE,SUPPLIES,MOTOR FUEL,FLEET SERVICES,20261.49
2011,CONSERVATION,SUPPLIES,MOTOR FUEL,FLEET SERVICES,2782998.18
2011,OFFICE OF ADMINISTRATION,MISCELLANEOUS EXPENSES,REBILLABLE MOTOR POOL COSTS,FLEET SERVICES,191602.66
2011,CONSERVATION,SUPPLIES,VEHICLE REPAIR SUPPLIES,FLEET SERVICES,5550.77
2011,NATURAL RESOURCES,MISCELLANEOUS EXPENSES,REBILLABLE MOTOR POOL COSTS,FLEET SERVICES,132910.64
2011,ECONOMIC DEVELOPMENT,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,FLEET SERVICES,1278.79
2011,LABOR AND INDUSTRIAL RELATIONS,SUPPLIES,MOTOR FUEL,FLEET SERVICES,27366.73
2011,ECONOMIC DEVELOPMENT,SUPPLIES,MOTOR FUEL,FLEET SERVICES,68979.52
2011,LEGISLATURE,SUPPLIES,MOTOR FUEL,FLEET SERVICES,2222.97
2011,ECONOMIC DEVELOPMENT,TRAVEL,IN-STATE COMMERCIAL TRANSIT - OTHER,FLEET SERVICES,18.76
2011,MENTAL HEALTH,REPAIR & MAINTENANCE SERVICES,VEHICLE REPAIR & MAINTENANCE,FLEET SERVICES,1368.63
2011,CORRECTIONS,PROFESSIONAL DEVELOPMENT,"CONVENTION, CONFERENCE & TRAINING FEES",FLEET SERVICES,25.28
2011,OFFICE OF STATE TREASURER,SUPPLIES,MOTOR FUEL,FLEET SERVICES,3299.42
2011,CORRECTIONS,SUPPLIES,MOTOR FUEL,FLEET SERVICES,667310.76
2011,OFFICE OF ADMINISTRATION,REPAIR & MAINTENANCE SERVICES,REBILLABLE VEHICLE REPAIR & MAINTENANCE,FLEET SERVICES,1645.62
2011,MENTAL HEALTH,SUPPLIES,MOTOR FUEL,FLEET SERVICES,275271.76
